observ,profile1,profile2,profile3,profile4,profile5,profile6,profile7,profile8,profile9,profile10,profile11,profile12,profile13,profile14,profile15,profile16,profile17,profile18,profile19,profile20,profile21,profile22,profile23,profile24,profile25
363,-3150,-4000,-4100,-2650,-6150,-2800,-4650,-3400,-5900,-3900,-3450,-5050,-6350,-3100,-2850,-3500,-3350,-2100,-7800,-3700,-2150,-4750,-3500,-3000,-4600
364,-3150,-4000,-4100,-2650,-6100,-2800,-4550,-3350,-5900,-3900,-2250,-5050,-6350,-3100,-2850,-3500,-3350,-2150,-7800,-3750,-2150,-4500,-3500,-2350,-4600
365,-3150,-4000,-4100,-2650,-6100,-2800,-4550,-3350,-5900,-4000,-2250,-5050,-6300,-3150,-2900,-3550,-3350,-2150,-4000,-3750,-2250,-4500,-4100,-2350,-4600
366,-3200,-4050,-4100,-2650,-6050,-2550,-4550,-3300,-5900,-4000,-2400,-5100,-6300,-3150,-2900,-3550,-3400,-2200,-4000,-3800,-2250,-4950,-4100,-2600,-4600
367,-3200,-4050,-4100,-2600,-6050,-2550,-4600,-3300,-5950,-3950,-2400,-5100,-5950,-3150,-2950,-3550,-3400,-2200,-3700,-3800,-2200,-4950,-3100,-2600,-4600
368,-3200,-4050,-4150,-2600,-6500,-2500,-4350,-3250,-5950,-3950,-2350,-4950,-5950,-3150,-2950,-3550,-3400,-2500,-3700,-3850,-2200,-5000,-3100,-2650,-4350
369,-3200,-4050,-4150,-2450,-6500,-2500,-4350,-3250,-5950,-5350,-2350,-4950,-6250,-3150,-2450,-3600,-3400,-2500,-3350,-3850,-2550,-5000,-2100,-2650,-4350
370,-3250,-4050,-4150,-2450,-6800,-1900,-4400,-3200,-5950,-5350,-2300,-4950,-6250,-3150,-2450,-3600,-3400,-3350,-3350,-3900,-2550,-5200,-2100,-2700,-4350
371,-3250,-4050,-4150,-3250,-6800,-1900,-4400,-3200,-5050,-5400,-2300,-4950,-5900,-3200,-2500,-3600,-3400,-3350,-3300,-3900,-2550,-5200,-2400,-2700,-4350
372,-3250,-4100,-4150,-3250,-5850,-1950,-4450,-3150,-5050,-5400,-5400,-2550,-5900,-3200,-2500,-3600,-3450,-3400,-3300,-9400,-2550,-5050,-2400,-2400,-4350
373,-3250,-4100,-4150,-3200,-5850,-1950,-4450,-3150,-5050,-5300,-5400,-2550,-5850,-3200,-2550,-3000,-3450,-3400,-3300,-9400,-2500,-5050,-2350,-2400,-4400
374,-2850,-4100,-4200,-3200,-5200,-1850,-4500,-3100,-5050,-5300,-5450,-2500,-5850,-3200,-2550,-3000,-3450,-3550,-3300,-9350,-2500,-5150,-2350,-2450,-4400
375,-2850,-4100,-4200,-3150,-5200,-1850,-4500,-3100,-5050,-5250,-5450,-2500,-6200,-3200,-2600,-3000,-3450,-3550,-3300,-9350,-2500,-5150,-2150,-2450,-4400
376,-2850,-4100,-4200,-3150,-5150,-2000,-4300,-3550,-5050,-5250,-5050,-2450,-6200,-3200,-2600,-3000,-3450,-3450,-3300,-7000,-2500,-5100,-2150,-2500,-4400
377,-2850,-4100,-4200,-3100,-5150,-2000,-4300,-3550,-5050,-5200,-5100,-2450,-6700,-3250,-2650,-3050,-3450,-3450,-3350,-7000,-2450,-5100,-2100,-2500,-4400
378,-2900,-4150,-3650,-3100,-5100,-2050,-4250,-3500,-5050,-5200,-5150,-2400,-6700,-3250,-2650,-3050,-3450,-2850,-3350,-6950,-2450,-5250,-2100,-2550,-4450
379,-2900,-4150,-3650,-2700,-5100,-2050,-4250,-3500,-5050,-5150,-5200,-2400,-6650,-3250,-2700,-3050,-3450,-2850,-3400,-6950,-2450,-5250,-2100,-2550,-4450
380,-3450,-4150,-3700,-2700,-5750,-2100,-4000,-3450,-5100,-5150,-5250,-2850,-6650,-3250,-2700,-3050,-3500,-2900,-3400,-6100,-2450,-5400,-2100,-3900,-4450
381,-3450,-4150,-3700,-2700,-5750,-2100,-4000,-3450,-5100,-5150,-5250,-2850,-6600,-3250,-2700,-3100,-3500,-2900,-3150,-6100,-2400,-5400,-3650,-3900,-4450
382,-3400,-4150,-3700,-2700,-5650,-1500,-4050,-3650,-5100,-5150,-5300,-2800,-6600,-3250,-2700,-3100,-3500,-2950,-3150,-7150,-2400,-4350,-3650,-3850,-4450
383,-3400,-4150,-3700,-2700,-5650,-1500,-4050,-3650,-5100,-5100,-5300,-2800,-6550,-2850,-2750,-3100,-3500,-2950,-3150,-7150,-2400,-4350,-3600,-3850,-4500
384,-2800,-4200,-3750,-2700,-5600,-1550,-4100,-3650,-5100,-5100,-5350,-2750,-6550,-2850,-2750,-3100,-3500,-2550,-3150,-7100,-2400,-4400,-3600,-4050,-4500
385,-2800,-4200,-3750,-2750,-5600,-1550,-4100,-3650,-5100,-5400,-5350,-2750,-6500,-2850,-1600,-3150,-3500,-2550,-3150,-7100,-2350,-4400,-3550,-4050,-4500
386,-2800,-4200,-3750,-2750,-5550,-1600,-4150,-3600,-5100,-5400,-5350,-2700,-6500,-2850,-1600,-3150,-3500,-2600,-3150,-7050,-2350,-3800,-3550,-3800,-4500
387,-2800,-4200,-3750,-2750,-5500,-1600,-4150,-3600,-5100,-5400,-5350,-2700,-6450,-2900,-2100,-3150,-3500,-2600,-3200,-7050,-2350,-3800,-3350,-3800,-4500
388,-3000,-4200,-3800,-2750,-2400,-2300,-4200,-3600,-5100,-5400,-4700,-2650,-6450,-2900,-2100,-3150,-3500,-2650,-3200,-7300,-2350,-3850,-3350,-6100,-4300
389,-3000,-4200,-3800,-2800,-2400,-2300,-4200,-3600,-5100,-5450,-4750,-2650,-6400,-2900,-2150,-3200,-3500,-2650,-3200,-7300,-2900,-3850,-3300,-6100,-4300
390,-3000,-3650,-3800,-2800,-2350,-1650,-3650,-650,-5100,-5450,-4800,-2600,-6400,-2900,-2150,-3200,-3500,-2700,-3200,-7250,-2900,-2400,-3300,-5950,-4300
391,-3000,-3650,-3800,-2800,-2350,-1650,-3650,-650,-5150,-5450,-4850,-2600,-7000,-6100,-2200,-3200,-3500,-2700,-3200,-7250,-2850,-2400,-3250,-5950,-4250
392,-2550,-3700,-3850,-2800,-3650,-1700,-3650,-700,-5150,-5450,-4900,-3150,-7000,-6100,-2200,-3200,-3550,-2750,-3200,-7200,-2850,-2350,-3250,-6000,-4250
393,-2550,-3700,-3850,-2350,-3650,-1700,-3650,-700,-5150,-5450,-4950,-3150,-6950,-5700,-2250,-3250,-3550,-2750,-3200,-7200,-2800,-2350,-3200,-6000,-4250
394,-2750,-3750,-3850,-2350,-5400,-1750,-3700,-750,-5150,-5450,-5000,-3100,-6950,-5700,-2250,-3250,-3550,-2800,-3200,-8050,-2800,-2150,-3200,-6050,-4000
395,-2750,-3750,-3850,-2400,-5450,-1750,-3700,-750,-5150,-5050,-5650,-3100,-6900,-5500,-2300,-3250,-3550,-2800,-3250,-8050,-2750,-2150,-3150,-6050,-4000
396,-2700,-3800,-3850,-2400,-5050,-1250,-3700,-800,-5150,-5100,-5650,-3050,-6900,-5500,-2300,-3250,-3550,-4050,-3250,-8200,-2750,-2100,-3150,-5850,-4050
397,-2700,-3800,-3850,-2450,-5100,-1250,-3700,-800,-5150,-5150,-5600,-3050,-6850,-4400,-2350,-2800,-3550,-4050,-3250,-8200,-2700,-2100,-3100,-5850,-4050
398,-2650,-3850,-3900,-2450,-5150,-1300,-3700,-850,-5150,-5200,-5600,-3000,-6850,-4400,-2350,-2800,-3550,-3750,-3250,-8100,-2700,-9700,-3100,-5900,-4100
399,-2650,-3850,-3900,-2500,-5200,-1300,-3700,-850,-5150,-5250,-5550,-3000,-6800,-5250,-2400,-2850,-3550,-3750,-3100,-8100,-2700,-9700,-3050,-5900,-4100
400,-2600,-3850,-3900,-2500,-5250,-1350,-3750,-4000,-5200,-5250,-5550,-4400,-6800,-5250,-2400,-2850,-3550,-3200,-3100,-8150,-2700,-9750,-3050,-5800,-4150
401,-2600,-3850,-3900,-2550,-5300,-1350,-3750,-4000,-5200,-5250,-5500,-4400,-6750,-4450,-2400,-2900,-3550,-3200,-3100,-8150,-2650,-9750,-2450,-5800,-4150
402,-2500,-3850,-3900,-2550,-5350,-1400,-3750,-4000,-5200,-5250,-5500,-2950,-6750,-4450,-2400,-2900,-3550,-3150,-3100,-7500,-2650,-9350,-2450,-6150,-4200
403,-2500,-3850,-3900,-2600,-4700,-1400,-3750,-4000,-5200,-5300,-5900,-2950,-7300,-4500,-3800,-2950,-3550,-3150,-3400,-7500,-2650,-9350,-2400,-6150,-4200
404,-2900,-3900,-3950,-2600,-4750,-1450,-3750,-4000,-5200,-5300,-5900,-2900,-7300,-4500,-3800,-2950,-3600,-3100,-3400,-7450,-2650,-9300,-2400,-6200,-4200
405,-2900,-3900,-3950,-2150,-4800,-1450,-3750,-3950,-5200,-5300,-5700,-2900,-7250,-4550,-1450,-2450,-3600,-3100,-3350,-7450,-2600,-9300,-3450,-6200,-3900
406,-2900,-3900,-3950,-2150,-4850,-2150,-3800,-3950,-5200,-5300,-5700,-3500,-7250,-4550,-1450,-2450,-3600,-3550,-3350,-7400,-2600,-9500,-3450,-4550,-3900
407,-2900,-3900,-3950,-2200,-4900,-2150,-3800,-3950,-5200,-5300,-5750,-3500,-7200,-4600,-2000,-2500,-3600,-3550,-2850,-7400,-2600,-9500,-3400,-4550,-3950
408,-2850,-3900,-3950,-2200,-4950,-2200,-3800,-3950,-5200,-5300,-5750,-3450,-7200,-4600,-2000,-2500,-3600,-3500,-2850,-7350,-2600,-9450,-3400,-2400,-3950
409,-2850,-3900,-3950,-2250,-5000,-2200,-3800,-3950,-5250,-5350,-5800,-3450,-7150,-4700,-2050,-2550,-3600,-3500,-2900,-7350,-3250,-9450,-2200,-2400,-5100
410,-2850,-3950,-3300,-2250,-4650,-1800,-3800,-3900,-5250,-5350,-5800,-3400,-7150,-4700,-2050,-2550,-3600,-3450,-2900,-7950,-3250,-2200,-2200,-2400,-5100
411,-2850,-3950,-3300,-2300,-4550,-1800,-3800,-3900,-5250,-5350,-5850,-3400,-7100,-4050,-1650,-2600,-3600,-3450,-3600,-7950,-3200,-2200,-2250,-2400,-5100
412,-2950,-3950,-3350,-2300,-4600,-2250,-3850,-3900,-5250,-5350,-5850,-3350,-7100,-4050,-1650,-2600,-3600,-3400,-3600,-8000,-3200,-2250,-2250,-2350,-5100
413,-2950,-3950,-3350,-600,-4350,-2250,-3850,-3900,-5250,-5350,-4650,-3350,-7050,-4100,-1700,-2650,-3600,-3400,-3550,-8000,-2100,-2250,-2300,-2350,-5050
414,-2950,-3950,-3400,-600,-4350,-3150,-3850,-3900,-5250,-5350,-4550,-3300,-7050,-4100,-1700,-2650,-3000,-3350,-3550,-7700,-2100,-2050,-2300,-2100,-5050
415,-2950,-3950,-3400,-850,-4400,-3150,-3850,-3850,-5250,-4700,-4550,-3300,-7400,-4150,-1750,-2700,-3000,-3350,-3500,-7700,-3100,-2050,-2750,-2100,-5050
416,-5700,-3300,-3450,-850,-4400,-3300,-3850,-3850,-5250,-4750,-4550,-3250,-7400,-4150,-1750,-2700,-3000,-3300,-3500,-7850,-3100,-2300,-2750,-2050,-5050
417,-5700,-3300,-3450,-650,-4400,-3300,-3850,-3850,-5250,-4800,-4550,-3250,-7350,-4200,-1800,-2750,-3000,-3300,-3450,-7850,-3050,-2300,-2600,-2050,-5000
418,-5750,-3350,-3500,-650,-4400,-3350,-3900,-3850,-5250,-4850,-4600,-3200,-7350,-4200,-1800,-2750,-3050,-3250,-3450,-7650,-3050,-2150,-2600,-150,-5000
419,-5750,-3350,-3500,-800,-4400,-3350,-3900,-3850,-5250,-4900,-4600,-3200,-3400,-4250,-1850,-2100,-3050,-3250,-3100,-7650,-3150,-2150,-2650,-150,-5000
420,-3050,-3400,-3550,-800,-4450,-3200,-3950,-3800,-5300,-4950,-3650,-3700,-3400,-4250,-1850,-2100,-3050,-4100,-3100,-7900,-3150,-2100,-2650,-100,-5000
421,-3050,-3400,-3550,-700,-4450,-3200,-3950,-3800,-5300,-5000,-3650,-3700,-3450,-4300,-1900,-2100,-3050,-4100,-3050,-7900,-3000,-2100,-2700,-100,-4950
422,-3050,-3450,-3600,-700,-4450,-3250,-3300,-3800,-5300,-5650,-4100,-3750,-3450,-4300,-1900,-2100,-3100,-4000,-3050,-7600,-3000,-2050,-2700,-1850,-4950
423,-3050,-3450,-3600,-750,-4450,-3250,-3300,-3800,-5300,-5650,-4100,-3750,-3500,-4350,-1950,-2150,-3100,-4000,-2750,-7600,-2950,-2050,-3000,-1850,-4950
424,-3100,-3500,-2950,-750,-4450,-3400,-3300,-3800,-5300,-5600,-4050,-3800,-3500,-4350,-1950,-2150,-3100,-4450,-2750,-7550,-2950,-2300,-3000,-1700,-4950
425,-3100,-3500,-2950,-550,-4500,-3400,-3300,-3750,-5300,-5600,-4050,-3800,-3550,-3750,-1500,-2200,-3100,-4450,-3000,-7550,-10600,-2300,-2950,-1700,-4850
426,-3100,-3550,-2950,-550,-4500,-4300,-3300,-3750,-5300,-5600,-4450,-3650,-3550,-3750,-1500,-2200,-3150,-4500,-3000,-8250,-10600,-2250,-2950,-1900,-4850
427,-3100,-3550,-2950,-1250,-4500,-4300,-3300,-3750,-5300,-5600,-4450,-3650,-3600,-3800,-1550,-2250,-3150,-4500,-2800,-8250,-8850,-2250,-2900,-1900,-4850
428,-3150,-3600,-2950,-1250,-4300,-4250,-3350,-3750,-5300,-5550,-4550,-3600,-3600,-3800,-1550,-2250,-3150,-3700,-2800,-8350,-8850,-2200,-2900,-2200,-4850
429,-3150,-3600,-2950,-1300,-4300,-4250,-3350,-3700,-5350,-5550,-4550,-3600,-3650,-3850,-1600,-2300,-3150,-3700,-2950,-8350,-8800,-2200,-2850,-2200,-4850
430,-3300,-2950,-3000,-1300,-4250,-4250,-3350,-3700,-5350,-5500,-4600,-3550,-3650,-3850,-1600,-2300,-3200,-3750,-2950,-8300,-8800,-2600,-2850,-2200,-4850
431,-3300,-2950,-3000,-950,-4250,-4250,-3350,-3700,-5350,-5500,-4600,-3550,-3700,-3900,-1950,-2350,-3200,-3750,-3050,-8300,-8500,-2600,-2800,-2200,-4850
432,-3250,-3000,-3000,-950,-4000,-4200,-3350,-3700,-5350,-5700,-3650,-4350,-3700,-3900,-1950,-2350,-3200,-3800,-3050,-7750,-8500,-7000,-2800,-1950,-4850
433,-3250,-3000,-3000,-1350,-4000,-4200,-3350,-4350,-5350,-5700,-3650,-4350,-3050,-3950,-1900,-2400,-3200,-3800,-3000,-7750,-8450,-7000,-2500,-1950,-4900
434,-3200,-3050,-3000,-1350,-4000,-4200,-3400,-4350,-5350,-5650,-3700,-4350,-3050,-3950,-1900,-2400,-3250,-3650,-3000,-7800,-8450,-6950,-2500,-2150,-4900
435,-3200,-3050,-3000,-1450,-4000,-4200,-3400,-4350,-5350,-5650,-3700,-4350,-3100,-4000,-1850,-1450,-3250,-3650,-2700,-7800,-8650,-6950,-2050,-2150,-4900
436,-4250,-3100,-3000,-1450,-4050,-3850,-3400,-4350,-5350,-5750,-3750,-4400,-3100,-4000,-1850,-1450,-3250,-3600,-2700,-4050,-8650,-6100,-2050,-2000,-4900
437,-4250,-3100,-3000,-1400,-4050,-3850,-3400,-4350,-5350,-5750,-3750,-4400,-3150,-5200,-1800,-2000,-3250,-3600,-2650,-4050,-8700,-6100,-2000,-2000,-4900
438,-5600,-3150,-3050,-1400,-4050,-3850,-3400,-4300,-4700,-3300,-3800,-4450,-3150,-5200,-1800,-2000,-3250,-3800,-2650,-3650,-8700,-7150,-2000,-1550,-4900
439,-5600,-3150,-3050,-900,-4050,-3850,-3400,-4300,-4750,-3300,-3800,-4450,-3200,-3450,-1750,-2050,-3250,-3800,-2600,-3650,-8600,-7150,-3850,-1550,-4900
440,-5800,-3150,-3050,-900,-4100,-3900,-3450,-4300,-4800,-3350,-3850,-4500,-3200,-3450,-1750,-2050,-2800,-3850,-2600,-3900,-8600,-7100,-3850,-1600,-4900
441,-5800,-3150,-3050,-1550,-4100,-3900,-3450,-4300,-4850,-3350,-3850,-4300,-3250,-3500,-1700,-2050,-2800,-3850,-2450,-3900,-8550,-7100,-3850,-1600,-5950
442,-5650,-3200,-3050,-1550,-4100,-3900,-3450,-4300,-4850,-3150,-5400,-4300,-3250,-3500,-1700,-2050,-2850,-3950,-2450,-3950,-8550,-7050,-3850,-2300,-5950
443,-5650,-3200,-3050,-1500,-4100,-3900,-3450,-4250,-4850,-3150,-5400,-4250,-3300,-3550,-1650,-1650,-2850,-3950,-2400,-3950,-8750,-7050,-3850,-2300,-6000
444,-2400,-3250,-3100,-1500,-4150,-3950,-3450,-4250,-4850,-3200,-3300,-4250,-3300,-3550,-1650,-1650,-2900,-4200,-2400,-4000,-8750,-7300,-3850,-2300,-6000
445,-2400,-3250,-3100,-1150,-4150,-3950,-3450,-4250,-4850,-3200,-3300,-4000,-3350,-5150,-4200,-1700,-2900,-4200,-2550,-4000,-10300,-7300,-3800,-2300,-6050
446,-2450,-2850,-3100,-1150,-4200,-3950,-3500,-4250,-4900,-3250,-3350,-4000,-3350,-5150,-4200,-1700,-2950,-4250,-2550,-4050,-10300,-7250,-3800,-2250,-6050
447,-2450,-2850,-3100,-1100,-4200,-3950,-3500,-4250,-4900,-3250,-3350,-4050,-2700,-3600,-3500,-1750,-2950,-4250,-2500,-4050,-10350,-7250,-3800,-2250,-5650
448,-2350,-2850,-3100,-1100,-3650,-3950,-3500,-4200,-4900,-5900,-3400,-4050,-2700,-3600,-3500,-1750,-2450,-4300,-2500,-4000,-10350,-7200,-3800,-2250,-5650
449,-2350,-2850,-3100,-1200,-3650,-3950,-3500,-4200,-4900,-5900,-3400,-4100,-2750,-3650,-3550,-1800,-2450,-4300,-3100,-4000,-10400,-7200,-4150,-2250,-5550
450,-2400,-2850,-3150,-1200,-3700,-4000,-3500,-4200,-4900,-5700,-3450,-4100,-2750,-3650,-3550,-1800,-2500,-4350,-3100,-3850,-10400,-8050,-4150,-1650,-5550
451,-2400,-2850,-3150,-1050,-3700,-4000,-3500,-4200,-4950,-5700,-3450,-4150,-2800,-3700,-3550,-1850,-2500,-4350,-3050,-3850,-10450,-8050,-4100,-1650,-6100
452,-2500,-2900,-3150,-1050,-3750,-3700,-3550,-4200,-4950,-5750,-3500,-4150,-2800,-3700,-3550,-1850,-2550,-4400,-3050,-3850,-10450,-8200,-4100,-1800,-6100
453,-2500,-2900,-3150,-1000,-3750,-3700,-3550,-4150,-4950,-5750,-3500,-4200,-2850,-3150,-3650,-1900,-2550,-4400,-2350,-3850,-10500,-8200,-4200,-1800,-5600
454,-2350,-4900,-3200,-1000,-3750,-3650,-3550,-4150,-4950,-5800,-3550,-4200,-2850,-3150,-3650,-1900,-2600,-4650,-2350,-4100,-10500,-8100,-4200,-1750,-5600
455,-2350,-4900,-3200,-2050,-3750,-3650,-3550,-4150,-4950,-5800,-3550,-3650,-2900,-5100,-3600,-1950,-2600,-4650,-3000,-4100,-10550,-8100,-4250,-1750,-5750
456,-1650,-2400,-3250,-2050,-3800,-1950,-3550,-4150,-5000,-5850,-3600,-3650,-2900,-5100,-3600,-1950,-2650,-4600,-3000,-3950,-10550,-8150,-4250,-450,-5750
457,-1650,-2400,-3250,-1800,-3800,-1950,-3550,-4150,-5000,-5850,-3600,-3700,-2950,-3200,-4450,-1500,-2650,-4600,-2950,-3950,-9950,-8150,-3900,-450,-5700
458,-1600,-2400,-2850,-1800,-3800,-1850,-3600,-4100,-5000,-4650,-2950,-3700,-2950,-3200,-4450,-1500,-2700,-4600,-2950,-3900,-9950,-7500,-3900,-400,-5700
459,-1600,-2400,-2850,-1750,-3800,-1850,-3600,-4100,-5000,-4550,-2950,-3750,-3000,-3250,-4400,-1550,-2700,-4600,-2900,-3900,-10000,-7500,-3900,-400,-5800
460,-1450,-2350,-2850,-1750,-3850,-1900,-3600,-4100,-5000,-4550,-3000,-3750,-3000,-3250,-4400,-1550,-2750,-4550,-2900,-4100,-10000,-7450,-3900,-350,-5800
461,-1450,-2350,-2850,-2100,-3850,-1900,-3600,-4100,-5000,-4600,-3000,-3800,-2350,-3300,-4350,-1600,-2750,-4550,-2850,-4100,-10150,-7450,-3900,-350,-5850
462,-1550,-2300,-2850,-2100,-3850,-2200,-3600,-4100,-5000,-4600,-3050,-3800,-2350,-3300,-4350,-1600,-2100,-4150,-2850,-2950,-10150,-7400,-3900,-300,-5850
463,-1550,-2300,-2850,-1700,-3850,-2200,-3600,-4050,-5100,-7200,-3050,-3850,-2400,-3350,-4300,-3650,-2100,-4150,-2800,-2950,-10100,-7400,-4300,-300,-5900
464,-1500,-2250,-2850,-1700,-3900,-2200,-2950,-4050,-5100,-7200,-3100,-3850,-2400,-3350,-4300,-3650,-2150,-3900,-2800,-3000,-10100,-7350,-4300,-250,-5900
465,-1500,-2250,-2850,-1650,-3900,-2200,-2950,-4050,-5650,-7150,-3100,-3850,-2450,-3400,-4050,-3650,-2150,-3900,-2750,-3000,-10050,-7350,-4350,-250,-5250
466,-1900,-2150,-2850,-1650,-3900,-2150,-2950,-4050,-5650,-7150,-3150,-3850,-2450,-3400,-4050,-3650,-2200,-3200,-2750,-3050,-10050,-7350,-4350,-200,-5250
467,-1900,-2150,-2850,-1600,-3900,-2150,-2950,-4050,-5650,-7500,-3150,-3900,-2500,-4750,-4050,-3700,-2200,-3200,-4050,-3050,-10200,-7350,-4700,-200,-5200
468,-1900,-2050,-2900,-1600,-3950,-2150,-2950,-2200,-5650,-7500,-3200,-3900,-2500,-4750,-4050,-3700,-2250,-3450,-4050,-3300,-10200,-7950,-4700,-750,-5200
469,-1900,-2050,-2900,-1900,-3950,-2150,-2950,-2200,-5600,-7100,-3200,-3900,-2550,-4800,-4200,-3700,-2250,-3450,-4100,-3300,-10250,-7950,-4750,-750,-5150
470,-1900,-2000,-2900,-1900,-3950,-2300,-3000,-3900,-5600,-7100,-3250,-3900,-2550,-4800,-4200,-3700,-2300,-3400,-4100,-3250,-10250,-8000,-4750,-700,-5150
471,-1900,-2000,-2900,-1950,-3950,-2300,-3000,-3900,-5600,-7450,-3250,-3950,-2600,-4850,-4250,-3600,-2300,-3400,-3500,-3250,-9300,-8000,-4800,-700,-4050
472,-1850,-1950,-2900,-1950,-3300,-2350,-3000,-3900,-5600,-7450,-2600,-3950,-2600,-4850,-4250,-3600,-2350,-3350,-3500,-3200,-9300,-7700,-4800,-650,-4050
473,-1850,-1950,-2900,-2000,-3300,-2350,-3000,-3900,-5550,-7350,-2600,-3950,-2650,-4900,-4100,-3600,-2350,-3350,-3500,-3200,-9800,-7700,-4400,-650,-5500
474,-1800,-2100,-6350,-2000,-3300,-2600,-3000,-3850,-5550,-7350,-2650,-3950,-2650,-4900,-4100,-3600,-2400,-3300,-3500,-3150,-9800,-7850,-4400,-600,-5500
475,-1800,-2100,-6350,-1850,-3300,-2600,-3000,-3850,-5550,-7400,-2650,-3300,-2000,-4950,-4100,-3400,-2400,-3300,-3550,-3150,-9550,-7850,-4650,-600,-5550
476,-1750,-2200,-5350,-1850,-3300,-2550,-3050,-3900,-5550,-7400,-2700,-3300,-2000,-4950,-4100,-3400,-1450,-3250,-3550,-3100,-9550,-7650,-4650,-550,-5550
477,-1750,-2200,-5350,-3000,-3300,-2550,-3050,-3900,-5500,-7300,-2700,-3300,-2050,-5000,-4150,-3350,-1450,-3250,-3550,-3100,-9850,-7650,-4000,-550,-5400
478,-1700,-2900,-6100,-3000,-3350,-2500,-3050,-3950,-5500,-7300,-2750,-3300,-2050,-5000,-4150,-3350,-2000,-3250,-3550,-8850,-9850,-7900,-4000,-500,-5400
479,-1700,-2900,-6100,-2550,-3350,-2500,-3050,-3950,-5500,-7250,-2750,-3350,-2100,-5050,-4150,-3300,-2000,-3250,-3650,-8850,-9450,-7900,-4000,-500,-5350
480,-2300,-2950,-6150,-2550,-3350,-2450,-3050,-4000,-5500,-7250,-2800,-3350,-2100,-5050,-4150,-3300,-2050,-3000,-3650,-8800,-9450,-7600,-4000,-1400,-5350
481,-2300,-2950,-6150,-2500,-3350,-2450,-3050,-4000,-5500,-7600,-2800,-3350,-2150,-5250,-4000,-3250,-2050,-3000,-3650,-8800,-9500,-7600,-3950,-1400,-5300
482,-2250,-3000,-6200,-2500,-3350,-2400,-3100,-4000,-5500,-7600,-2850,-3350,-2150,-5250,-4000,-3250,-1650,-3150,-3650,-8500,-9500,-7550,-3950,-1450,-5300
483,-2250,-3000,-6200,-2150,-3350,-2400,-3100,-4000,-5500,-7550,-2850,-3400,-2200,-5300,-4050,-3500,-1650,-3150,-3600,-8500,-9900,-7550,-3950,-1450,-4200
484,-1150,-3050,-6250,-2150,-3400,-2350,-3100,-2400,-5500,-7550,-2900,-3400,-2200,-5300,-4050,-3500,-1700,-5650,-3600,-8450,-9900,-8250,-3950,-1500,-4200
485,-1150,-3050,-6250,-2200,-3400,-2350,-3100,-2400,-5500,-7050,-2900,-3400,-2250,-5350,-3600,-3500,-1700,-5650,-3600,-8450,-9700,-8250,-3700,-1500,-3950
486,-1100,-3100,-6300,-2200,-3400,-1950,-3150,-2350,-5500,-7050,-2200,-3400,-2250,-5350,-3600,-3500,-1750,-5700,-3600,-8650,-9700,-8350,-3700,-50,-3950
487,-1100,-3100,-6300,-2300,-3400,-1950,-3150,-2350,-5150,-3050,-2200,-3450,-2300,-5400,-4100,-3550,-1750,-5700,-3150,-8650,-9350,-8350,-3700,-50,-4250
488,-1050,-2850,-2400,-2300,-3400,-1900,-3150,-4600,-5150,-3050,-2150,-3450,-2300,-5400,-4100,-3550,-1800,-5750,-3150,-8700,-9350,-8300,-3700,-1300,-4250
489,-1050,-2850,-2400,-2250,-3400,-1900,-3150,-4600,-3500,-3100,-2150,-3450,-1700,-5450,-3550,-3200,-1800,-5750,-8850,-8700,-9650,-8300,-4550,-1300,-4150
490,-700,-2800,-2350,-2250,-3450,-1850,-3200,-4700,-3500,-3100,-2450,-3450,-1700,-5450,-3550,-3200,-1850,-5800,-8850,-8600,-9650,-7750,-4550,-1350,-4150
491,-700,-2800,-2350,-3550,-3450,-1850,-3200,-4700,-3450,-2700,-2450,-3500,-1750,-4900,-3400,-3450,-1850,-5800,-8800,-8600,-9750,-7750,-4600,-1350,-4000
492,-650,-2100,-2300,-3550,-3450,-1800,-3200,-4650,-3450,-2700,-2100,-3500,-1750,-4900,-3400,-3450,-1900,-6500,-8800,-8550,-9750,-7800,-4600,-1000,-4000
493,-650,-2100,-2300,-3050,-3450,-1800,-3200,-1450,-3400,-2750,-2100,-3500,-1800,-4950,-3350,-3550,-1900,-6500,-8500,-8550,-9400,-7800,-4500,-1000,-4300
494,-600,-2150,-2250,-3050,-3500,-1650,-3250,-1450,-3400,-2750,-2500,-3500,-1800,-4950,-3350,-3550,-1950,-6450,-8500,-8750,-9400,-4150,-4500,-950,-4300
495,-600,-2150,-2250,-3800,-3500,-1650,-3250,-1700,-2700,-2800,-2500,-3550,-1850,-5000,-3950,-3350,-1950,-6450,-8450,-8750,-9600,-4150,-4450,-950,-4100
496,-550,-2200,-2150,-3800,-3500,-1750,-3250,-1700,-2700,-2800,-2050,-3550,-1850,-5000,-3950,-3350,-1500,-5950,-8450,-9000,-9600,-4200,-4450,-900,-4100
497,-550,-2200,-2150,-3850,-3500,-1750,-3250,-3950,-2650,-2850,-2050,-3550,-1900,-5050,-3550,-3400,-1500,-5950,-8650,-9000,-9000,-4200,-4050,-900,-4650
498,-500,-1900,-2200,-3850,-3500,-1700,-2850,-3950,-2650,-2850,-2550,-3550,-1900,-5050,-3550,-3400,-1550,-6400,-8650,-9050,-9000,-4250,-4050,-850,-4650
